,id,rat_id,label,MeanFreq,Amplitude,AUC,Duration,Peak2Peak,Power,Entropy,NumberOfPeaks,SpecEntropy
8710,296,201,1,5.890131586372025,1399.4725795924755,157.27887527235188,0.3466666666666667,2210.3692963220424,295063.06479240744,0.993320421638792,4.0,2.1568632865315496
3322,12,211,0,7.189231251536298,475.0985210726044,34.601295720384854,0.1883333333333333,632.076285155351,48475.66291592653,0.7289514964064974,2.0,2.8736413731364263
8766,352,201,1,7.554832295794694,884.2964071496416,123.43155017455068,0.635,1468.697926410251,74292.3945990095,0.9999950307014372,8.0,3.265236056920095
13469,35,203,1,5.890312202970168,1678.4575786110977,143.53726089444876,0.215,2293.327791763687,632731.2246774413,0.9996098363678072,3.0,2.506045384115204
3350,40,211,0,5.491259237332068,485.2745578550261,33.0931973754671,0.1766666666666666,564.8805549450931,55396.60150431399,0.5631028237513912,1.0,2.5699124820875654
5804,167,9,0,9.373586543489328,719.6578495776898,48.093374350379314,0.135,1112.9215006498002,169251.26574578305,0.8607781176165942,1.0,2.795309123445473
160,160,206,0,1.6949356284259636,611.3628811374917,56.12222685076068,0.1533333333333333,663.3299767117276,153075.12717936118,0.1510969705171136,2.0,1.9916840539562428
164,164,206,0,9.642266168131812,1025.5877872101184,42.86380614492867,0.1083333333333333,1109.4505387400743,212129.2732821407,0.4441260450795996,1.0,2.84712604488872
15052,127,4,1,8.712030967615295,1645.264290547396,118.77563069078866,0.29,2242.0932959348274,338785.9654207915,0.9953251070631716,3.0,2.665795953084902
12487,55,210,0,8.015599501940743,1631.4841983746744,51.06509582661431,0.085,1360.9894986887086,508387.0982058647,0.3227569588973982,1.0,2.8518027407539748
3481,171,211,0,7.766604477865368,566.8656794813392,41.94526262302402,0.1666666666666666,750.6229119152948,93946.75308485168,0.950672092687066,1.0,2.6223453454992423
20,20,206,0,11.728933670853712,477.5595125783146,37.87248990087802,0.2016666666666666,750.348283810009,52505.52946363324,0.9237072060321944,3.0,2.717240102130733
3335,25,211,0,2.729866089009022,508.21525417088486,41.819855520407295,0.1383333333333333,490.6634101839568,109676.33996440184,-0.0,1.0,2.301246515657042
8553,139,201,1,5.906421927384086,1283.4782952221042,125.36715491673183,0.4516666666666666,1783.4749832023183,161783.0079901721,0.7559679480706729,6.0,3.171238514812761
15003,78,4,1,7.889173321753549,1469.0960967374435,120.18852965341628,0.2783333333333333,1866.054017563624,266148.85143691866,0.964295353983381,4.0,2.461566061684024
227,227,206,0,9.496300987740208,834.1914348054199,43.39601059818072,0.19,868.0598556124665,88399.22364573684,0.9494520153879484,1.0,2.5234369649662183
13584,150,203,1,6.975800063312297,676.9479410754899,102.45414945442845,0.5283333333333333,1080.213105738608,63539.91463786768,0.9939545393228572,6.0,3.564546022453734
3562,252,211,0,5.638990299665205,377.9300911967736,34.17084099555498,0.1616666666666666,628.4604332823146,53524.64675013263,0.6460174789535751,1.0,2.555591753362794
199,199,206,0,4.861997661690658,522.538669376453,47.29625068793315,0.2166666666666666,712.7035276942473,67248.73873969454,0.999316959634874,1.0,2.1739884005456527
3377,67,211,0,5.458265897503862,639.855434063556,56.61092724127362,0.2533333333333333,909.7243872557106,81716.12429759516,0.8680403986166403,2.0,2.5547775783089057
11896,25,3,0,11.112496639773491,586.3941449000279,55.52725846209674,0.26,1013.6319768152082,67464.15037090269,0.9798687566511528,2.0,2.356002330395989
8690,276,201,1,6.197603467128204,1007.4925199844024,134.40303983814584,0.3583333333333333,1397.4097298127176,180695.38473996837,0.996485989886783,4.0,2.2146830940980964
12893,381,210,1,8.63847293885213,859.0663595804847,114.7754361651974,0.45,1344.3933825822992,97070.12867059196,0.999643749677856,5.0,3.399042961749836
6492,676,9,1,6.5823852965960405,742.804311058714,112.7047807406052,0.485,1393.6470954447218,90805.54735993152,0.9721439323621084,5.0,3.371772216491838
13723,289,203,1,8.3591654077151,999.2174043620566,111.06826465181216,0.3533333333333333,1412.1296997054403,138454.04769504128,1.0056172809698276,3.0,2.5064819778029546
235,235,206,0,1.8675213105672248,568.3349470823762,68.6102966989692,0.1766666666666666,654.3936127806875,165499.20520864474,0.1350362028021276,2.0,1.870760380752784
13281,109,203,0,3.310225738333052,1384.2866956203338,113.08414243085032,0.2066666666666666,1867.595014386384,468693.5697026937,0.8112781244591328,1.0,2.000669020233938
8288,41,201,0,13.356663131772478,472.11300257654005,42.97775979924693,0.2466666666666666,865.4998973076413,44140.23628787639,0.821812730503485,3.0,3.1521305223492884
12613,101,210,1,6.668214430078491,1083.1224175881064,120.2608944698342,0.305,1628.5668423090426,230028.8334897763,0.9922100889036374,2.0,2.014859115140003
8587,173,201,1,7.20515572717022,1220.5840898000854,121.25472229965914,0.3516666666666667,1850.388845135159,207001.31661971324,0.9999837975287872,4.0,2.379477577966544
8715,301,201,1,8.439206957515882,924.3448306643058,113.11536818994097,0.5616666666666666,1433.342552235037,70783.32248138852,0.9914445013570676,9.0,3.5815962166179194
5731,94,9,0,7.415327710153424,783.5204609618416,46.05188575950056,0.145,959.9192050082688,158538.04591674692,0.8497511372532974,1.0,2.7897935636272475
3529,219,211,0,7.728301850267276,667.3689946016899,56.487434511728736,0.2666666666666666,1030.0463510089353,73187.67096839056,0.9959386076315956,1.0,2.171962635945493
8776,362,201,1,8.080042417400017,698.7951877996297,89.79974789095061,0.5666666666666667,882.6880827062299,37217.96061031038,0.9742877168693198,6.0,3.2103629720545297
13543,109,203,1,9.316187508115672,1770.845918846163,110.2823496686325,0.2233333333333333,2481.113487593107,452911.69717757305,0.8285428398536292,2.0,2.8806607299260736
4908,15,213,0,10.01368918942517,904.623016389252,55.61955533568037,0.17,1329.7704212762355,190975.0488816481,0.9449382598624694,2.0,2.8992961992537083
11898,27,3,0,8.78265246665842,479.5058749878776,40.62627144816591,0.2816666666666667,818.6160408398089,37150.16276776534,0.9999747434708204,3.0,2.498498544305568
13175,3,203,0,11.39102338361308,1257.4304666772405,49.2944442188894,0.115,1215.825950569799,282601.03426724253,0.5586293734521992,1.0,2.827423481172058
12436,4,210,0,5.246094803534834,689.8344152248924,40.42960827478144,0.095,915.090093327702,216082.35735349005,0.5373760853377336,1.0,2.5920609273270845
3422,112,211,0,7.756580671902017,552.3586750212944,38.8697223464107,0.1466666666666666,849.273085308202,91133.39409587822,0.6321302781219706,1.0,2.754595462629154
14,14,206,0,3.366805476753953,765.5256507609099,48.39845591099138,0.1066666666666666,887.7899834542557,240899.6629953806,0.2006223243127146,1.0,2.5145726636676526
3336,26,211,0,5.541779489143911,432.8003626372228,39.14307488963078,0.2066666666666666,636.0441291539116,46635.39208531934,0.9728063221185002,1.0,2.153876638692583
3452,142,211,0,5.628413204910944,574.3668637169604,38.14858076875761,0.1133333333333333,749.6796622006952,141656.38052707806,0.3227569588973982,1.0,2.6499567991904374
27,27,206,0,6.001861408058696,878.2366196368187,52.4162528010209,0.1616666666666666,1099.1204782677123,170434.8590340655,0.7495463740711803,1.0,2.7510573746661464
14937,12,4,1,7.128405286612461,1583.9182331615389,131.7327977833766,0.22,2328.8404344458977,507736.1540252636,0.9718300042232968,1.0,2.408960137732284
3498,188,211,0,6.476166031940099,561.5083273739348,38.37844029246261,0.1383333333333333,795.3235738699559,95415.95656795114,0.530744566923854,2.0,2.390193499585292
3405,95,211,0,7.657217854239275,725.135648166331,52.013890912443976,0.295,1036.7880335339778,61378.82267655484,0.9855611953957446,3.0,2.759109787893875
14927,2,4,1,11.58320109824753,1271.6844958691663,100.13505051492297,0.2166666666666666,1769.5338161369557,286258.93215065915,0.9972665429589952,2.0,2.754383917772254
254,254,206,0,11.432066741335191,705.8754955204771,40.7221484425742,0.2733333333333333,779.0861322370665,42356.87782946501,0.9649567669505684,3.0,2.53461209418258
8371,124,201,0,14.477793074794086,851.3308502681226,56.59092929188027,0.2383333333333333,1191.0848904089703,81678.91672956958,0.7912991129798125,3.0,3.055635780661339
14653,19,4,0,8.511544770789229,971.8066244607028,53.743313505239385,0.1033333333333333,1393.3662147648345,360630.8945404319,0.4044483864864384,1.0,2.864941324643346
6679,863,9,1,8.635808087205264,1005.3275122433452,115.26879339082669,0.3733333333333333,1582.830443945424,139640.6070456791,0.969362149924249,3.0,2.163408545424557
8657,243,201,1,5.62988712246888,1176.8219644881235,147.97196199675165,0.3683333333333333,1849.463666777116,235394.19404232653,0.8904916402194913,4.0,1.831786155808704
14643,9,4,0,8.748976727020656,857.8794324735093,46.81879221868237,0.125,1190.5521286797823,168348.40712755098,0.4474992550368635,1.0,2.518763969936132
15,15,206,0,7.355710101208399,949.5837044469816,59.21568560620213,0.17,1452.5318155463046,188472.9613974114,0.8189555018403103,1.0,2.890983470344837
8258,11,201,0,8.673650496665216,504.3682683764411,49.13055591498599,0.2133333333333333,737.6408793429194,70834.29071211332,0.954434002924965,2.0,2.993732964047661
6431,615,9,1,9.813614636122828,1078.1273422595916,102.14624288688285,0.3716666666666666,1270.0656653074327,115002.04781747516,0.9800497424012644,4.0,2.372295809945524
3512,202,211,0,2.5951666218330547,773.7090129425152,59.44954859176242,0.1666666666666666,830.2085954727461,173191.81142227774,0.1414405425418206,1.0,2.2585027532006303
35,35,206,0,7.098713026779367,676.423064819422,41.753367598913016,0.1733333333333333,783.3924675885195,102297.04378524733,0.8700764699139432,2.0,2.7963158990635724
13408,236,203,0,3.3675270428490256,1427.7138123662803,101.11439820146929,0.16,1725.4170486521102,566483.1353412956,0.5721084472041879,1.0,2.3277326831351246
3547,237,211,0,6.577628309143479,788.6018657527574,56.60745264889543,0.2583333333333333,979.4018699759748,85351.59663457508,0.869137580612638,2.0,2.8545852556144093
6425,609,9,1,7.040647861053746,1006.1597227755904,121.12531208702696,0.3233333333333333,1723.1040980711182,202815.04953293464,0.9962401135461776,2.0,2.2743704925354686
332,332,206,0,5.8927043265888575,665.0118521487568,37.97629799779256,0.1366666666666666,713.2075182891558,118445.36298945636,0.5687008669370752,1.0,2.7233712091270337
3570,260,211,0,6.833592127064528,524.2744680109231,52.64828102046515,0.26,794.228558302093,64009.83407875232,0.9520402801398792,1.0,2.414557268945057
11887,16,3,0,6.366632528210095,458.65719565373104,51.28589877532906,0.2583333333333333,752.9903609328013,51345.08799038566,0.9811522341999132,1.0,2.138875084197433
3472,162,211,0,9.334565110832086,571.1648156002054,45.7513771874313,0.2933333333333333,726.2730475018368,46513.46035934035,0.9940302114769564,3.0,2.4339635609680395
12482,50,210,0,11.265768099257803,581.1716528291255,43.74302860644687,0.1816666666666666,818.2150657349118,90326.65888817894,0.9851393692194058,2.0,2.701991885376936
3566,256,211,0,3.751400703601568,433.1647537224674,36.217522329765046,0.15,598.4615291121212,73505.32352381008,0.3533593350214213,1.0,2.326217485830488
297,297,206,0,6.038863701045152,605.5029260342521,49.30569203113764,0.225,868.3911463593412,73353.56515084731,0.9266898983318106,3.0,2.480699028690166
12494,62,210,0,6.129984067216712,731.7919760418773,42.08260061684456,0.1083333333333333,1035.5843804393269,189043.42440756573,0.6559420757694149,1.0,2.718291081386746
3521,211,211,0,3.804473335464896,630.9794139383815,47.42706346857601,0.165,798.7130695382449,112914.14159078746,0.4050201326242423,1.0,2.3567924859919875
12493,61,210,0,5.575403421076728,836.3802194610328,50.80943843094688,0.105,1156.3673720248908,284498.1875127553,0.631263018091612,1.0,2.6556172578765267
3434,124,211,0,10.08972455931354,590.9967766296448,43.54459522429005,0.1833333333333333,994.7512101669532,78405.76168023865,0.9212963741927288,2.0,2.9633612375428062
3347,37,211,0,6.038205053631431,538.6431362967458,37.11901694036253,0.1766666666666666,698.3482611552247,69008.98764030913,0.83294582353614,1.0,2.6873763124658527
8411,164,201,0,11.960200399996683,631.6485422488742,50.79288265344757,0.245,977.7065426372352,66962.3223292857,0.8346482851813828,4.0,2.7271955551791485
3563,253,211,0,3.988755949752004,518.9435769043781,45.0407648135458,0.1816666666666666,691.5378302255336,81467.29472363867,0.8846293067903075,2.0,2.3649951980628265
3524,214,211,0,5.844078565148868,745.7332879360329,39.2349715436216,0.1033333333333333,860.9706457496538,183434.61448551752,0.4044483864864384,1.0,2.716828570521997
166,166,206,0,8.065036677243697,1018.1372945156008,56.90237743764665,0.1416666666666666,1025.9728648951814,211451.3489070001,0.7665599404543364,2.0,3.0042578680728846
286,286,206,0,6.265846570768454,671.4825239844888,51.75797890919432,0.1983333333333333,957.42531532362,93882.44398170013,0.9036488915053312,1.0,2.783037179281516
6093,277,9,1,8.991247065469812,1389.1791354796983,117.50540892875586,0.3333333333333333,2229.665446208474,260998.51836092368,0.9912540071703688,4.0,2.346733510302629
5109,109,213,1,7.051356878003131,1206.68150270877,102.922409795446,0.32,1704.7092508215592,170867.47402675328,0.8900223765857038,4.0,2.6802907925838704
5902,86,9,1,10.71122345697226,906.3620247000832,99.06294940292274,0.3,1501.3351121187964,152390.49898888663,0.999643749677856,3.0,2.394978906247557
14946,21,4,1,6.9126042052488685,1495.5249280383418,120.41645179632152,0.2016666666666666,2084.6295788204498,490967.5151493653,0.9637787324366504,3.0,2.583225558498348
12723,211,210,1,5.639010426885765,1276.5150913315697,153.3702527966245,0.3333333333333333,1908.399207327059,306873.6106133044,0.9877746553159468,3.0,2.2286885161664807
15088,163,4,1,8.339706973847937,1577.684808946459,103.73934628237872,0.2883333333333333,2084.7689194136337,281281.4478496016,0.99708169474135,3.0,2.867955617909057
14989,64,4,1,8.805177108273886,943.9618830292028,106.60583197197508,0.365,1545.4221365661706,131243.4121486916,0.9996239599875918,3.0,2.172254924772808
8748,334,201,1,6.918656637042952,1047.6804879539056,115.8646492009916,0.4083333333333333,1489.0158013604846,133214.44428393908,0.9453603002331006,5.0,2.4563822096682046
8858,444,201,1,7.584277859510122,1206.5677682797711,110.6101234577489,0.4,1607.1952068209575,147963.9108458167,0.970415819229674,4.0,2.608970353321732
8631,217,201,1,7.8323746277694815,835.9399314911603,101.37615621675668,0.4366666666666666,1394.7941141564706,97408.42176791794,0.9900565669756544,5.0,3.2663439931262683
8640,226,201,1,9.58062346934262,1973.2888816931895,111.6624154192553,0.2683333333333333,2117.417291644287,315593.36813089176,1.0029724388973276,3.0,2.616879164562657
15011,86,4,1,8.326918965519296,711.2513343254251,116.35234752160574,0.3966666666666666,1216.7394309055996,113850.37786881792,0.9567258440526692,5.0,2.4258932893398395
15120,195,4,1,6.6111927331027,1797.2255595554493,124.49629903655648,0.165,2875.621910177052,804928.6482780264,1.0350669105102424,3.0,2.666352940365296
8529,115,201,1,6.152085185504652,1503.0029200108622,131.4070216368589,0.2283333333333333,2144.3400210468217,464501.3507431127,0.927722194650164,2.0,2.2810304710676443
6577,761,9,1,9.60431703166801,1154.9664723232008,101.98244767983816,0.2733333333333333,1803.095661170172,209252.18065114523,0.9869799624358926,4.0,2.577388015555224
8557,143,201,1,5.108136647134139,956.0642173748264,155.05539144268997,0.4383333333333333,1426.7416207391168,167809.63238308826,0.955478555279956,7.0,2.587946495289748
13600,166,203,1,7.253402696015031,1668.2504940578074,114.56252676048037,0.3183333333333333,2092.5342183322496,293400.4109013208,1.0188679676079633,4.0,2.9015610977477597
3994,408,211,1,6.261758165874476,699.7423990590554,130.13672680363504,0.6566666666666666,941.2482396994178,56466.17476377235,1.0453226694595674,7.0,2.6762801873590827
12857,345,210,1,9.691886051439436,773.9804270507552,91.28246442717833,0.3316666666666666,1120.1816642963488,105168.01734400912,1.0193127621844469,3.0,2.826808224396302
13607,173,203,1,6.485897325822481,1204.3459665829744,103.182214840052,0.2833333333333333,1647.1836677007332,217470.05917880012,0.833764907210665,3.0,2.7102262740992598
14981,56,4,1,9.107593036729766,841.551963618172,93.84122643637052,0.3283333333333333,1346.64288319777,118760.0516477493,0.9249158222260726,3.0,2.766251077355663
15010,85,4,1,11.01349377659103,3174.454106091442,126.10424949656128,0.1683333333333333,2923.753126051567,976631.601155228,0.999929285432166,1.0,2.640894366692686
15124,199,4,1,8.437550409039932,1960.200602855432,106.33827377018382,0.1633333333333333,2980.016570906271,772702.6979723641,0.999699542856517,2.0,2.696071705114316
12557,45,210,1,8.711840321611046,1044.541730290788,92.62910374038276,0.4016666666666666,1578.8862976359885,101572.69991346748,0.9769125878584006,6.0,2.8432646238218324
12586,74,210,1,6.844897143475321,769.3598960039315,109.57843272406384,0.4466666666666666,1388.2788676068028,94263.56633717944,1.011227596027278,6.0,3.187641789937872
13904,470,203,1,5.518358256794565,643.0003879237441,127.37488764457127,0.535,1141.7704664081684,82169.59748104974,0.9941044710252936,4.0,2.7040931044674763
13704,270,203,1,5.378121810973899,1250.385209791723,177.23648716160915,0.405,2197.5011322426662,290555.06160873023,0.9849831217323608,3.0,2.2231999111735545
8775,361,201,1,8.394273062272875,879.4705484457692,111.1342076272854,0.4,1224.3617230571897,105428.21892549378,0.9975440207210966,5.0,2.0281945502591245
13816,382,203,1,5.960668406572885,875.4364285324368,127.79333807270108,0.415,1379.5380202770623,133470.17583139683,0.9973806632063372,4.0,2.2297018376643183
12578,66,210,1,11.108848692219333,639.0507575462938,85.14422537678692,0.36,1163.4285894486989,88768.89686440244,0.9910760598382222,4.0,2.886891557351767
12672,160,210,1,8.073078873229544,726.6118998805731,97.39631582083794,0.325,1165.0074179646272,116786.4105315854,0.9329178602876202,4.0,2.59520189171446
5038,38,213,1,13.037304935450058,1585.9285518253257,91.31715449870693,0.3933333333333333,1456.4629796739423,97428.2805942571,0.9948131754904236,6.0,2.3390324469346178
8672,258,201,1,6.81452508539272,1667.0149129556344,118.73940649091718,0.3833333333333333,2001.4529668266275,238228.1077563196,0.7778800266110028,4.0,2.4884157664604
8655,241,201,1,6.176073243231778,659.1281421422775,97.7400853183365,0.43,1112.4618633293749,72957.16127109941,0.9789168554891082,5.0,2.855943326682385
13507,73,203,1,9.096530933266347,1471.667720626465,96.90849162942806,0.2333333333333333,2001.3940577608016,307142.1890867301,0.9402859586706313,3.0,2.9029245233900416
8621,207,201,1,8.947779274597048,1433.832992886979,109.36840426010149,0.315,2076.369539413574,228055.58003855307,0.8175072881213616,4.0,2.59868451969319
13845,411,203,1,9.018337032429514,966.2670155641132,102.2404749996058,0.2933333333333333,1456.9589288904615,177392.9565659352,0.9906649266228328,2.0,2.060093005816557
14942,17,4,1,10.29975127511204,916.3307790028646,86.46426353495616,0.3216666666666666,1439.1281955217562,112382.4755590982,0.8755157045352493,3.0,2.778744863437501
5004,4,213,1,5.96397438100163,1558.889415653155,140.28963659790404,0.2166666666666666,2393.489614691099,585828.1505563812,0.9828586897127056,3.0,2.031998058446571
14959,34,4,1,6.2647065152236845,1238.576009306676,124.41335601032164,0.3033333333333333,2177.0608640495,286527.8468227859,0.9978211842997324,3.0,2.1802421901581908
13699,265,203,1,5.756037227102143,1360.7003323018705,147.06011612282845,0.2283333333333333,2167.858096876628,570355.1983573325,0.9829840769503784,1.0,2.157328461467084
13853,419,203,1,7.778556029082096,1021.7869433249924,97.58406012870316,0.2983333333333333,1542.9030969998444,178332.25711783004,1.0332739222434304,2.0,2.449157114895698
8644,230,201,1,8.844349081017372,1556.335926735092,86.61537350281912,0.1766666666666666,1745.4222823619425,291006.85353954905,0.6121961274908339,2.0,2.696049275838186
13792,358,203,1,7.030563933373641,784.8969503358737,114.42256146581155,0.3183333333333333,1277.2123819355068,169486.86857604777,0.9589388259385768,3.0,2.4828014146110435
12649,137,210,1,10.250474172308094,694.1160101899626,93.22135310733532,0.3133333333333333,1332.7158659678284,130299.64277495308,0.9861589698766942,3.0,2.3838387149056564
12856,344,210,1,6.918952258746881,733.4199876617206,101.42983093538191,0.3716666666666666,1219.4579462149393,105376.23771940485,0.9958038202212298,5.0,2.576874676301504
564,210,206,1,5.442152762795558,1544.9434399369015,127.90770675068882,0.25,2214.51967611698,426211.7659775413,0.9435293286392537,3.0,2.601508693629173
15085,160,4,1,11.551936260389189,1470.6156755943084,89.02228205048094,0.2716666666666666,1742.3043655814856,192674.05979433208,0.9938826056878156,4.0,2.819544354309228
14999,74,4,1,5.812067483236219,1216.486199262216,116.3688900761064,0.385,1697.4919492567676,184815.814150758,0.942561616311932,4.0,2.2412918367009222
13654,220,203,1,7.185241463047888,1196.6119561397836,91.88529427522994,0.3866666666666666,1479.537968752537,120981.65027427832,0.9408069332712928,5.0,2.778395130641241
15084,159,4,1,6.046021249484879,1131.2218783195815,117.27252676064155,0.2683333333333333,1840.570906221984,274375.4917009759,0.9764678429028284,4.0,2.406760963218279
5894,78,9,1,8.608452617896408,929.0100955327184,94.14172788936182,0.4166666666666667,1374.2691083708844,85332.48578033695,1.0333326430511385,6.0,2.5673266616019523
13826,392,203,1,5.048680867351842,802.3121363092094,139.6115904853212,0.4266666666666667,1498.605891695894,145265.982839293,1.014312243523409,7.0,1.7997775422925213
12917,405,210,1,6.73558063593752,1189.3039785318592,107.43302137908016,0.355,1754.6640556534994,178670.09186611578,0.9883779727795042,3.0,2.533331381842776
13505,71,203,1,5.428100556784519,1556.054125177544,134.63277546787145,0.2416666666666666,1863.6830085264653,439331.2662218701,0.91597980914068,2.0,2.4245832448072187
8645,231,201,1,9.123643801603142,1550.2494888480687,88.2872147182762,0.2366666666666666,2081.8135703282333,284084.46114662266,0.8480552826349695,3.0,2.919271237545955
6597,781,9,1,9.380692211992912,1126.5573628586587,103.89300761108564,0.265,1603.2709252332338,208805.44229282992,0.993570475770608,2.0,2.2371666303596807
8836,422,201,1,8.719599889804266,936.9730229529924,80.07283463019954,0.2983333333333333,1430.135190428127,121911.6334992649,0.9654811259411692,4.0,2.754077470737369
8749,335,201,1,7.373674392047706,1081.5848168437765,112.936072095454,0.3966666666666666,1445.8916580097612,133945.39320458315,1.0242366935250369,3.0,1.9984419344559143
5958,142,9,1,7.125120496310438,891.8049698031118,98.49900289689904,0.35,1433.8097093496967,120587.4527660258,0.9967916319816366,4.0,2.20240824698955
8676,262,201,1,7.708869760924673,1188.8561546005076,104.71809384871624,0.3183333333333333,1847.704563512217,215238.6835659175,0.9956730200856037,3.0,2.410338244675036
8719,305,201,1,6.467222210264692,1068.705278735992,113.3204966764256,0.3433333333333333,1666.5309576619543,182792.56123339705,0.9778564432903516,3.0,2.136304946613917
5989,173,9,1,10.526574983644643,753.94261384653,97.55682186874888,0.33,1204.2893631872114,112032.18742512944,1.0392510324151176,5.0,2.8615247861901545
12795,283,210,1,6.486875169814651,995.4847237627234,100.06282053173794,0.2566666666666666,1529.1230476275218,218094.55783420312,0.9877991387500304,2.0,2.106812389123067
8513,99,201,1,9.112184400371126,790.7663276634048,78.59720070540061,0.2633333333333333,1369.9493035690302,118049.78821016768,0.9433118205484856,2.0,2.797433121143294
13855,421,203,1,7.277012532218193,755.612561893234,96.9630903950108,0.28,1377.3990817351132,162340.44486453402,0.9182958340544896,3.0,2.0107208095243947
8415,1,201,1,6.406878493632652,960.4004112824232,107.08394012818508,0.32,1308.1305731626192,157227.04292756206,0.9772598868726804,3.0,2.475597046053903
5897,81,9,1,7.405546806656967,579.468324864246,78.65958543852838,0.35,1044.5374240713086,75466.46873560092,0.999934570664348,4.0,2.673225970510722
8792,378,201,1,7.431698209653367,1162.9508223789112,92.60191374479962,0.2516666666666666,1269.1799423935445,168309.25528173932,0.9860029065354764,4.0,2.106013953606712
13689,255,203,1,7.528841969353881,1271.7678330691533,106.98124529950476,0.3466666666666667,1833.2145717742576,198502.47758316697,1.0389821977755371,3.0,2.4714106455114866
